"GSM","Score","GSE","Platform","GenesFound","GenesExpected","SampleTitle","Characteristics","LibSize","TreatmentRaw","CellLine","IsControl","Agent","AgentConfidence"
"GSM3573959",1.33006123953625,"GSE125437","NCBI-counts",6,6,"MOLM13.EPZ5676.96h_Rep1","cell line: MOLM-13 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",17991623,"EPZ-5676","MOLM-13",FALSE,"EPZ-5676","high"
"GSM3573960",1.30817100734413,"GSE125437","NCBI-counts",6,6,"MOLM13.EPZ5676.96h_Rep2","cell line: MOLM-13 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",17246043,"EPZ-5676","MOLM-13",FALSE,"EPZ-5676","high"
"GSM3573961",1.36130591361201,"GSE125437","NCBI-counts",6,6,"MOLM13.EPZ5676.96h_Rep3","cell line: MOLM-13 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",15927950,"EPZ-5676","MOLM-13",FALSE,"EPZ-5676","high"
"GSM3573962",1.94124590539116,"GSE125437","NCBI-counts",6,6,"NOMO1.EPZ5676.96h_Rep1","cell line: NOMO-1 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",18769007,"EPZ-5676","NOMO-1",FALSE,"EPZ-5676","high"
"GSM3573963",1.94388981411777,"GSE125437","NCBI-counts",6,6,"NOMO1.EPZ5676.96h_Rep2","cell line: NOMO-1 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",15173472,"EPZ-5676","NOMO-1",FALSE,"EPZ-5676","high"
"GSM3573964",1.93892904810862,"GSE125437","NCBI-counts",6,6,"NOMO1.EPZ5676.96h_Rep3","cell line: NOMO-1 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",18237980,"EPZ-5676","NOMO-1",FALSE,"EPZ-5676","high"
"GSM3573965",2.48118423633738,"GSE125437","NCBI-counts",6,6,"Jurkat.EPZ5676.96h_Rep1","cell line: Jurkat | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",24690963,"EPZ-5676","Jurkat",FALSE,"EPZ-5676","high"
"GSM3573966",2.35903731285614,"GSE125437","NCBI-counts",6,6,"Jurkat.EPZ5676.96h_Rep2","cell line: Jurkat | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",15849500,"EPZ-5676","Jurkat",FALSE,"EPZ-5676","high"
"GSM3573967",2.43816751621535,"GSE125437","NCBI-counts",6,6,"Jurkat.EPZ5676.96h_Rep3","cell line: Jurkat | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",8593930,"EPZ-5676","Jurkat",FALSE,"EPZ-5676","high"
"GSM3573968",1.96937694053597,"GSE125437","NCBI-counts",6,6,"MV411.DMSO.96h_Rep1","cell line: MV4-11 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",26873232,"DMSO","MV4-11",TRUE,"control","control"
"GSM3573969",1.92744715374456,"GSE125437","NCBI-counts",6,6,"MV411.DMSO.96h_Rep2","cell line: MV4-11 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",26304778,"DMSO","MV4-11",TRUE,"control","control"
"GSM3573970",1.97338099889444,"GSE125437","NCBI-counts",6,6,"MV411.DMSO.96h_Rep3","cell line: MV4-11 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",19968016,"DMSO","MV4-11",TRUE,"control","control"
"GSM3573971",1.45658844919218,"GSE125437","NCBI-counts",6,6,"MOLM13.DMSO.96h_Rep1","cell line: MOLM-13 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",28665226,"DMSO","MOLM-13",TRUE,"control","control"
"GSM3573972",1.46690168939221,"GSE125437","NCBI-counts",6,6,"MOLM13.DMSO.96h_Rep2","cell line: MOLM-13 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",26896844,"DMSO","MOLM-13",TRUE,"control","control"
"GSM3573973",1.47683150492341,"GSE125437","NCBI-counts",6,6,"MOLM13.DMSO.96h_Rep3","cell line: MOLM-13 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",12681925,"DMSO","MOLM-13",TRUE,"control","control"
"GSM3573974",2.1756360499361,"GSE125437","NCBI-counts",6,6,"NOMO1.DMSO.96h_Rep1","cell line: NOMO-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",16604332,"DMSO","NOMO-1",TRUE,"control","control"
"GSM3573975",2.22189370086196,"GSE125437","NCBI-counts",6,6,"NOMO1.DMSO.96h_Rep2","cell line: NOMO-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",9007302,"DMSO","NOMO-1",TRUE,"control","control"
"GSM3573976",2.15003371330894,"GSE125437","NCBI-counts",6,6,"NOMO1.DMSO.96h_Rep3","cell line: NOMO-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",15884643,"DMSO","NOMO-1",TRUE,"control","control"
"GSM3573977",2.3742276721514,"GSE125437","NCBI-counts",6,6,"Jurkat.DMSO.96h_Rep1","cell line: Jurkat | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",16118746,"DMSO","Jurkat",TRUE,"control","control"
"GSM3573978",2.4498526525337,"GSE125437","NCBI-counts",6,6,"Jurkat.DMSO.96h_Rep2","cell line: Jurkat | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",20787992,"DMSO","Jurkat",TRUE,"control","control"
"GSM3573979",1.12707181309707,"GSE125437","NCBI-counts",6,6,"ML2.BAY1251152.8h_Rep1","cell line: ML2 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",19020288,"BAY-1251152","ML2",FALSE,"BAY-1251152","high"
"GSM3573980",1.10557309373413,"GSE125437","NCBI-counts",6,6,"ML2.BAY1251152.8h_Rep2","cell line: ML2 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",16418471,"BAY-1251152","ML2",FALSE,"BAY-1251152","high"
"GSM3573981",1.10115903204979,"GSE125437","NCBI-counts",6,6,"ML2.BAY1251152.8h_Rep3","cell line: ML2 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",11885842,"BAY-1251152","ML2",FALSE,"BAY-1251152","high"
"GSM3573982",1.11145389929958,"GSE125437","NCBI-counts",6,6,"ML2.OTX015.8h_Rep1","cell line: ML2 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",20989583,"OTX015","ML2",FALSE,"OTX015","high"
"GSM3573983",1.11339540845651,"GSE125437","NCBI-counts",6,6,"ML2.OTX015.8h_Rep2","cell line: ML2 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",17030041,"OTX015","ML2",FALSE,"OTX015","high"
"GSM3573984",1.09536389243135,"GSE125437","NCBI-counts",6,6,"ML2.OTX015.8h_Rep3","cell line: ML2 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",16593573,"OTX015","ML2",FALSE,"OTX015","high"
"GSM3573985",0.993156387878724,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY1251152.8h_Rep1","cell line: OCI-AML3 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: NMP mut",17036919,"BAY-1251152","OCI-AML3",FALSE,"BAY-1251152","high"
"GSM3573986",1.01873300873146,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY1251152.8h_Rep2","cell line: OCI-AML3 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: NMP mut",16364696,"BAY-1251152","OCI-AML3",FALSE,"BAY-1251152","high"
"GSM3573987",1.04733446423337,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY1251152.8h_Rep3","cell line: OCI-AML3 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: NMP mut",17015366,"BAY-1251152","OCI-AML3",FALSE,"BAY-1251152","high"
"GSM3573988",0.947276080189081,"GSE125437","NCBI-counts",6,6,"OCIAML3.OTX015.8h_Rep1","cell line: OCI-AML3 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: NMP mut",16228060,"OTX015","OCI-AML3",FALSE,"OTX015","high"
"GSM3573989",0.906978981738799,"GSE125437","NCBI-counts",6,6,"OCIAML3.OTX015.8h_Rep2","cell line: OCI-AML3 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: NMP mut",17462248,"OTX015","OCI-AML3",FALSE,"OTX015","high"
"GSM3573990",0.911214133244794,"GSE125437","NCBI-counts",6,6,"OCIAML3.OTX015.8h_Rep3","cell line: OCI-AML3 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: NMP mut",13707909,"OTX015","OCI-AML3",FALSE,"OTX015","high"
"GSM3573991",1.41397377763452,"GSE125437","NCBI-counts",6,6,"EOL1.BAY1251152.8h_Rep1","cell line: EOL-1 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-TD",15916366,"BAY-1251152","EOL-1",FALSE,"BAY-1251152","high"
"GSM3573992",1.35764087863963,"GSE125437","NCBI-counts",6,6,"EOL1.BAY1251152.8h_Rep2","cell line: EOL-1 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-TD",20844342,"BAY-1251152","EOL-1",FALSE,"BAY-1251152","high"
"GSM3573993",1.37437289868909,"GSE125437","NCBI-counts",6,6,"EOL1.BAY1251152.8h_Rep3","cell line: EOL-1 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-TD",17469423,"BAY-1251152","EOL-1",FALSE,"BAY-1251152","high"
"GSM3573994",1.63166143541878,"GSE125437","NCBI-counts",6,6,"EOL1.OTX015.8h_Rep1","cell line: EOL-1 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-TD",14592690,"OTX015","EOL-1",FALSE,"OTX015","high"
"GSM3573995",1.68330173049049,"GSE125437","NCBI-counts",6,6,"EOL1.OTX015.8h_Rep2","cell line: EOL-1 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-TD",17678851,"OTX015","EOL-1",FALSE,"OTX015","high"
"GSM3573996",1.64327472486304,"GSE125437","NCBI-counts",6,6,"EOL1.OTX015.8h_Rep3","cell line: EOL-1 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-TD",16167471,"OTX015","EOL-1",FALSE,"OTX015","high"
"GSM3573997",0.564435142414038,"GSE125437","NCBI-counts",6,6,"HL60.BAY1251152.8h_Rep1","cell line: HL-60 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",17072937,"BAY-1251152","HL-60",FALSE,"BAY-1251152","high"
"GSM3573998",0.526894755719504,"GSE125437","NCBI-counts",6,6,"HL60.BAY1251152.8h_Rep2","cell line: HL-60 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",16526924,"BAY-1251152","HL-60",FALSE,"BAY-1251152","high"
"GSM3573999",0.544308140282698,"GSE125437","NCBI-counts",6,6,"HL60.BAY1251152.8h_Rep3","cell line: HL-60 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",14805298,"BAY-1251152","HL-60",FALSE,"BAY-1251152","high"
"GSM3574000",0.758920168078729,"GSE125437","NCBI-counts",6,6,"HL60.OTX015.8h_Rep1","cell line: HL-60 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",20198415,"OTX015","HL-60",FALSE,"OTX015","high"
"GSM3574001",0.794661356753127,"GSE125437","NCBI-counts",6,6,"HL60.OTX015.8h_Rep2","cell line: HL-60 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",17460251,"OTX015","HL-60",FALSE,"OTX015","high"
"GSM3574002",0.757029099725277,"GSE125437","NCBI-counts",6,6,"HL60.OTX015.8h_Rep3","cell line: HL-60 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",13786598,"OTX015","HL-60",FALSE,"OTX015","high"
"GSM3574003",1.33499124699188,"GSE125437","NCBI-counts",6,6,"ML2.BAY155.24h_Rep1","cell line: ML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19806844,"BAY-155","ML2",FALSE,"BAY-155","high"
"GSM3574004",1.2880437311224,"GSE125437","NCBI-counts",6,6,"ML2.BAY155.24h_Rep2","cell line: ML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",21754439,"BAY-155","ML2",FALSE,"BAY-155","high"
"GSM3574005",1.32908282694617,"GSE125437","NCBI-counts",6,6,"ML2.BAY155.24h_Rep3","cell line: ML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19045811,"BAY-155","ML2",FALSE,"BAY-155","high"
"GSM3574006",1.035466908559,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY155.24h_Rep1","cell line: OCI-AML3 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",16729370,"BAY-155","OCI-AML3",FALSE,"BAY-155","high"
"GSM3574007",1.02476377221631,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY155.24h_Rep2","cell line: OCI-AML3 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",13240849,"BAY-155","OCI-AML3",FALSE,"BAY-155","high"
"GSM3574008",1.0520802039427,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY155.24h_Rep3","cell line: OCI-AML3 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",18855721,"BAY-155","OCI-AML3",FALSE,"BAY-155","high"
"GSM3574009",1.50221454344686,"GSE125437","NCBI-counts",6,6,"EOL1.BAY155.24h_Rep1","cell line: EOL-1 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",19954794,"BAY-155","EOL-1",FALSE,"BAY-155","high"
"GSM3574010",1.49651689267126,"GSE125437","NCBI-counts",6,6,"EOL1.BAY155.24h_Rep2","cell line: EOL-1 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",18734784,"BAY-155","EOL-1",FALSE,"BAY-155","high"
"GSM3574011",1.53035575336599,"GSE125437","NCBI-counts",6,6,"EOL1.BAY155.24h_Rep3","cell line: EOL-1 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",16659840,"BAY-155","EOL-1",FALSE,"BAY-155","high"
"GSM3574012",0.729905231779145,"GSE125437","NCBI-counts",6,6,"HL60.BAY155.24h_Rep1","cell line: HL-60 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",23615929,"BAY-155","HL-60",FALSE,"BAY-155","high"
"GSM3574013",0.737337079857351,"GSE125437","NCBI-counts",6,6,"HL60.BAY155.24h_Rep2","cell line: HL-60 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",12367977,"BAY-155","HL-60",FALSE,"BAY-155","high"
"GSM3574014",0.692501461091999,"GSE125437","NCBI-counts",6,6,"HL60.BAY155.24h_Rep3","cell line: HL-60 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",18299525,"BAY-155","HL-60",FALSE,"BAY-155","high"
"GSM3574015",1.06738022258598,"GSE125437","NCBI-counts",6,6,"ML2.Brequinar.24h_Rep1","cell line: ML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",11358667,"Brequinar","ML2",FALSE,"Brequinar","high"
"GSM3574016",1.08378589878452,"GSE125437","NCBI-counts",6,6,"ML2.Brequinar.24h_Rep2","cell line: ML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",17890438,"Brequinar","ML2",FALSE,"Brequinar","high"
"GSM3574017",1.15074482613855,"GSE125437","NCBI-counts",6,6,"ML2.Brequinar.24h_Rep3","cell line: ML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",16525871,"Brequinar","ML2",FALSE,"Brequinar","high"
"GSM3574018",1.32609891850151,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.24h_Rep1","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",17803681,"DMSO","ML2",TRUE,"control","control"
"GSM3574019",1.31272139372349,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.24h_Rep2","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",17499843,"DMSO","ML2",TRUE,"control","control"
"GSM3574020",1.29655574583472,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.24h_Rep3","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",17019215,"DMSO","ML2",TRUE,"control","control"
"GSM3574021",0.794859479607464,"GSE125437","NCBI-counts",6,6,"OCIAML3.Brequinar.24h_Rep1","cell line: OCI-AML3 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",14614599,"Brequinar","OCI-AML3",FALSE,"Brequinar","high"
"GSM3574022",0.753816772914086,"GSE125437","NCBI-counts",6,6,"OCIAML3.Brequinar.24h_Rep2","cell line: OCI-AML3 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",15028705,"Brequinar","OCI-AML3",FALSE,"Brequinar","high"
"GSM3574023",0.755850163041835,"GSE125437","NCBI-counts",6,6,"OCIAML3.Brequinar.24h_Rep3","cell line: OCI-AML3 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",12625250,"Brequinar","OCI-AML3",FALSE,"Brequinar","high"
"GSM3574024",1.02043481030847,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.24h_Rep1","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: NMP mut",11865634,"DMSO","OCI-AML3",TRUE,"control","control"
"GSM3574025",1.06378718363526,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.24h_Rep2","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: NMP mut",20369398,"DMSO","OCI-AML3",TRUE,"control","control"
"GSM3574026",1.13006713573732,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.24h_Rep3","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: NMP mut",20228237,"DMSO","OCI-AML3",TRUE,"control","control"
"GSM3574027",1.4535855400816,"GSE125437","NCBI-counts",6,6,"EOL1.Brequinar.24h_Rep1","cell line: EOL-1 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",18554353,"Brequinar","EOL-1",FALSE,"Brequinar","high"
"GSM3574028",1.41423486039491,"GSE125437","NCBI-counts",6,6,"EOL1.Brequinar.24h_Rep2","cell line: EOL-1 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",17480059,"Brequinar","EOL-1",FALSE,"Brequinar","high"
"GSM3574029",1.46627180631684,"GSE125437","NCBI-counts",6,6,"EOL1.Brequinar.24h_Rep3","cell line: EOL-1 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",17030257,"Brequinar","EOL-1",FALSE,"Brequinar","high"
"GSM3574030",1.56344168951639,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.24h_Rep1","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-TD",16758353,"DMSO","EOL-1",TRUE,"control","control"
"GSM3574031",1.53923032075854,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.24h_Rep2","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-TD",18073000,"DMSO","EOL-1",TRUE,"control","control"
"GSM3574032",1.59375434161006,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.24h_Rep3","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-TD",14009236,"DMSO","EOL-1",TRUE,"control","control"
"GSM3574033",0.773080029037493,"GSE125437","NCBI-counts",6,6,"HL60.Brequinar.24h_Rep1","cell line: HL-60 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",18147619,"Brequinar","HL-60",FALSE,"Brequinar","high"
"GSM3574034",0.774741392099154,"GSE125437","NCBI-counts",6,6,"HL60.Brequinar.24h_Rep2","cell line: HL-60 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",19729202,"Brequinar","HL-60",FALSE,"Brequinar","high"
"GSM3574035",0.695751710070784,"GSE125437","NCBI-counts",6,6,"HL60.Brequinar.24h_Rep3","cell line: HL-60 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",21979491,"Brequinar","HL-60",FALSE,"Brequinar","high"
"GSM3574036",0.77311662777899,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.24h_Rep1","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",19241180,"DMSO","HL-60",TRUE,"control","control"
"GSM3574037",0.742531265802002,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.24h_Rep2","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",13134394,"DMSO","HL-60",TRUE,"control","control"
"GSM3574038",0.775919191807462,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.24h_Rep3","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",19760713,"DMSO","HL-60",TRUE,"control","control"
"GSM3574039",1.19794461137771,"GSE125437","NCBI-counts",6,6,"ML2.EPZ5676.96h_Rep1","cell line: ML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",17576201,"EPZ-5676","ML2",FALSE,"EPZ-5676","high"
"GSM3574040",1.22099494812597,"GSE125437","NCBI-counts",6,6,"ML2.EPZ5676.96h_Rep2","cell line: ML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",9462062,"EPZ-5676","ML2",FALSE,"EPZ-5676","high"
"GSM3574041",1.13763719654157,"GSE125437","NCBI-counts",6,6,"ML2.EPZ5676.96h_Rep3","cell line: ML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",16311795,"EPZ-5676","ML2",FALSE,"EPZ-5676","high"
"GSM3574042",1.06958283566404,"GSE125437","NCBI-counts",6,6,"OCIAML3.EPZ5676.96h_Rep1","cell line: OCI-AML3 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: NMP mut",19975119,"EPZ-5676","OCI-AML3",FALSE,"EPZ-5676","high"
"GSM3574043",1.09543516274345,"GSE125437","NCBI-counts",6,6,"OCIAML3.EPZ5676.96h_Rep2","cell line: OCI-AML3 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: NMP mut",17467355,"EPZ-5676","OCI-AML3",FALSE,"EPZ-5676","high"
